Mod:Item:MetaData, Localized Name
mysticalagriculture:slate_essence, Slate Essence
mysticalagriculture:yellorium_essence, Yellorium Essence
mysticalagriculture:sky_stone_essence, Sky Stone Essence
mysticalagriculture:certus_quartz_essence, Certus Quartz Essence
mysticalagriculture:fluix_essence, Fluix Essence
mysticalagriculture:tier1_inferium_seeds, Inferium Seeds
mysticalagriculture:tier2_inferium_seeds, Inferium Seeds
mysticalagriculture:tier3_inferium_seeds, Inferium Seeds
mysticalagriculture:tier4_inferium_seeds, Inferium Seeds
mysticalagriculture:tier5_inferium_seeds, Inferium Seeds
mysticalagriculture:stone_seeds, Stone Seeds
mysticalagriculture:dirt_seeds, Dirt Seeds
mysticalagriculture:nature_seeds, Nature Seeds
mysticalagriculture:wood_seeds, Wood Seeds
mysticalagriculture:water_seeds, Water Seeds
mysticalagriculture:ice_seeds, Ice Seeds
mysticalagriculture:fire_seeds, Fire Seeds
mysticalagriculture:dye_seeds, Dye Seeds
mysticalagriculture:nether_seeds, Nether Seeds
mysticalagriculture:coal_seeds, Coal Seeds
mysticalagriculture:iron_seeds, Iron Seeds
mysticalagriculture:nether_quartz_seeds, Nether Quartz Seeds
mysticalagriculture:glowstone_seeds, Glowstone Seeds
mysticalagriculture:redstone_seeds, Redstone Seeds
mysticalagriculture:obsidian_seeds, Obsidian Seeds
mysticalagriculture:gold_seeds, Gold Seeds
mysticalagriculture:lapis_lazuli_seeds, Lapis Lazuli Seeds
mysticalagriculture:end_seeds, End Seeds
mysticalagriculture:experience_seeds, Experience Seeds
mysticalagriculture:diamond_seeds, Diamond Seeds
mysticalagriculture:emerald_seeds, Emerald Seeds
mysticalagriculture:zombie_seeds, Zombie Seeds
mysticalagriculture:pig_seeds, Pig Seeds
mysticalagriculture:chicken_seeds, Chicken Seeds
mysticalagriculture:cow_seeds, Cow Seeds
mysticalagriculture:sheep_seeds, Sheep Seeds
mysticalagriculture:slime_seeds, Slime Seeds
mysticalagriculture:skeleton_seeds, Skeleton Seeds
mysticalagriculture:creeper_seeds, Creeper Seeds
mysticalagriculture:spider_seeds, Spider Seeds
mysticalagriculture:rabbit_seeds, Rabbit Seeds
mysticalagriculture:guardian_seeds, Guardian Seeds
mysticalagriculture:blaze_seeds, Blaze Seeds
mysticalagriculture:ghast_seeds, Ghast Seeds
mysticalagriculture:enderman_seeds, Enderman Seeds
mysticalagriculture:wither_skeleton_seeds, Wither Skeleton Seeds
mysticalagriculture:silicon_seeds, Silicon Seeds
mysticalagriculture:sulfur_seeds, Sulfur Seeds
mysticalagriculture:aluminum_seeds, Aluminum Seeds
mysticalagriculture:copper_seeds, Copper Seeds
mysticalagriculture:saltpeter_seeds, Saltpeter Seeds
mysticalagriculture:tin_seeds, Tin Seeds
mysticalagriculture:bronze_seeds, Bronze Seeds
mysticalagriculture:silver_seeds, Silver Seeds
mysticalagriculture:lead_seeds, Lead Seeds
mysticalagriculture:graphite_seeds, Graphite Seeds
mysticalagriculture:steel_seeds, Steel Seeds
mysticalagriculture:nickel_seeds, Nickel Seeds
mysticalagriculture:constantan_seeds, Constantan Seeds
mysticalagriculture:electrum_seeds, Electrum Seeds
mysticalagriculture:invar_seeds, Invar Seeds
mysticalagriculture:mithril_seeds, Mithril Seeds
mysticalagriculture:platinum_seeds, Platinum Seeds
mysticalagriculture:iridium_seeds, Iridium Seeds
mysticalagriculture:ruby_seeds, Ruby Seeds
mysticalagriculture:sapphire_seeds, Sapphire Seeds
mysticalagriculture:peridot_seeds, Peridot Seeds
mysticalagriculture:blizz_seeds, Blizz Seeds
mysticalagriculture:blitz_seeds, Blitz Seeds
mysticalagriculture:basalz_seeds, Basalz Seeds
mysticalagriculture:signalum_seeds, Signalum Seeds
mysticalagriculture:lumium_seeds, Lumium Seeds
mysticalagriculture:enderium_seeds, Enderium Seeds
mysticalagriculture:fluxed_electrum_seeds, Fluxed Electrum Seeds
mysticalagriculture:aluminum_brass_seeds, Aluminum Brass Seeds
mysticalagriculture:knightslime_seeds, Knightslime Seeds
mysticalagriculture:ardite_seeds, Ardite Seeds
mysticalagriculture:cobalt_seeds, Cobalt Seeds
mysticalagriculture:manyullyn_seeds, Manyullyn Seeds
mysticalagriculture:grains_of_infinity_seeds, Grains of Infinity Seeds
mysticalagriculture:electrical_steel_seeds, Electrical Steel Seeds
mysticalagriculture:redstone_alloy_seeds, Redstone Alloy Seeds
mysticalagriculture:conductive_iron_seeds, Conductive Iron Seeds
mysticalagriculture:soularium_seeds, Soularium Seeds
mysticalagriculture:dark_steel_seeds, Dark Steel Seeds
mysticalagriculture:pulsating_iron_seeds, Pulsating Iron Seeds
mysticalagriculture:energetic_alloy_seeds, Energetic Alloy Seeds
mysticalagriculture:vibrant_alloy_seeds, Vibrant Alloy Seeds
mysticalagriculture:end_steel_seeds, End Steel Seeds
mysticalagriculture:mystical_flower_seeds, Mystical Flower Seeds
mysticalagriculture:manasteel_seeds, Manasteel Seeds
mysticalagriculture:elementium_seeds, Elementium Seeds
mysticalagriculture:terrasteel_seeds, Terrasteel Seeds
mysticalagriculture:marble_seeds, Marble Seeds
mysticalagriculture:limestone_seeds, Limestone Seeds
mysticalagriculture:basalt_seeds, Basalt Seeds
mysticalagriculture:electrotine_seeds, Electrotine Seeds
mysticalagriculture:alumite_seeds, Alumite Seeds
mysticalagriculture:steeleaf_seeds, Steeleaf Seeds
mysticalagriculture:ironwood_seeds, Ironwood Seeds
mysticalagriculture:knightmetal_seeds, Knightmetal Seeds
mysticalagriculture:fiery_ingot_seeds, Fiery Ingot Seeds
mysticalagriculture:black_quartz_seeds, Black Quartz Seeds
mysticalagriculture:menril_seeds, Menril Seeds
mysticalagriculture:ender_biotite_seeds, Ender Biotite Seeds
mysticalagriculture:slate_seeds, Slate Seeds
mysticalagriculture:yellorium_seeds, Yellorium Seeds
mysticalagriculture:sky_stone_seeds, Sky Stone Seeds
mysticalagriculture:certus_quartz_seeds, Certus Quartz Seeds
mysticalagriculture:fluix_seeds, Fluix Seeds
mysticalagriculture:gear:0, §eInferium Tool Core
mysticalagriculture:gear:1, §aPrudentium Tool Core
mysticalagriculture:gear:2, §6Intermedium Tool Core
mysticalagriculture:gear:3, §bSuperium Tool Core
mysticalagriculture:gear:4, §cSupremium Tool Core
mysticalagriculture:gear:5, §eInferium Armor Core
mysticalagriculture:gear:6, §aPrudentium Armor Core
mysticalagriculture:gear:7, §6Intermedium Armor Core
mysticalagriculture:gear:8, §bSuperium Armor Core
mysticalagriculture:gear:9, §cSupremium Armor Core
mysticalagriculture:gear:15, §eInferium Arrow Head
mysticalagriculture:gear:16, §aPrudentium Arrow Head
mysticalagriculture:gear:17, §6Intermedium Arrow Head
mysticalagriculture:gear:18, §bSuperium Arrow Head
mysticalagriculture:gear:19, §cSupremium Arrow Head
mysticalagriculture:charm:0, Blank Charm
mysticalagriculture:charm:1, Charm: Night Vision
mysticalagriculture:charm:2, Charm: Absorption
mysticalagriculture:charm:3, Charm: Wither Resistance
mysticalagriculture:charm:4, Charm: Antivenom
mysticalagriculture:charm:5, Charm: Fire Resistance
mysticalagriculture:charm:6, Charm: Resistance
mysticalagriculture:charm:7, Charm: Strength
mysticalagriculture:charm:8, Charm: Strength 2
mysticalagriculture:charm:9, Charm: Speed
mysticalagriculture:charm:10, Charm: Jump Boost
mysticalagriculture:charm:11, Charm: Miner's Vision
mysticalagriculture:charm:12, Charm: Rainbow
mysticalagriculture:charm:13, Charm: Quick Draw
mysticalagriculture:charm:14, Charm: Triple Shot
mysticalagriculture:charm:15, Charm: Mining AOE
mysticalagriculture:charm:16, Charm: Attack AOE
mysticalagriculture:charm:17, Charm: Tilling AOE
mysticalagriculture:charm:18, Charm: Shearing AOE
mysticalagriculture:charm:19, Charm: Reaping AOE
mysticalagriculture:charm:20, Charm: Scything AOE
mysticalagriculture:inferium_arrow, §eInferium Arrow
mysticalagriculture:prudentium_arrow, §aPrudentium Arrow
mysticalagriculture:intermedium_arrow, §6Intermedium Arrow
mysticalagriculture:superium_arrow, §bSuperium Arrow
mysticalagriculture:supremium_arrow, §cSupremium Arrow
mysticalagriculture:inferium_sword, §eInferium Sword
mysticalagriculture:inferium_pickaxe, §eInferium Pickaxe
mysticalagriculture:inferium_shovel, §eInferium Shovel
mysticalagriculture:inferium_axe, §eInferium Axe
mysticalagriculture:inferium_hoe, §eInferium Hoe
mysticalagriculture:inferium_shears, §eInferium Shears
mysticalagriculture:inferium_bow, §eInferium Bow
mysticalagriculture:inferium_sickle, §eInferium Sickle
mysticalagriculture:inferium_scythe, §eInferium Scythe
mysticalagriculture:inferium_fishing_rod, §eInferium Fishing Rod
mysticalagriculture:prudentium_sword, §aPrudentium Sword
mysticalagriculture:prudentium_pickaxe, §aPrudentium Pickaxe
mysticalagriculture:prudentium_shovel, §aPrudentium Shovel
mysticalagriculture:prudentium_axe, §aPrudentium Axe
mysticalagriculture:prudentium_hoe, §aPrudentium Hoe
mysticalagriculture:prudentium_shears, §aPrudentium Shears
mysticalagriculture:prudentium_bow, §aPrudentium Bow
mysticalagriculture:prudentium_sickle, §aPrudentium Sickle
mysticalagriculture:prudentium_scythe, §aPrudentium Scythe
mysticalagriculture:prudentium_fishing_rod, §aPrudentium Fishing Rod
mysticalagriculture:intermedium_sword, §6Intermedium Sword
mysticalagriculture:intermedium_pickaxe, §6Intermedium Pickaxe
mysticalagriculture:intermedium_shovel, §6Intermedium Shovel
mysticalagriculture:intermedium_axe, §6Intermedium Axe
mysticalagriculture:intermedium_hoe, §6Intermedium Hoe
mysticalagriculture:intermedium_shears, §6Intermedium Shears
mysticalagriculture:intermedium_bow, §6Intermedium Bow
mysticalagriculture:intermedium_sickle, §6Intermedium Sickle
mysticalagriculture:intermedium_scythe, §6Intermedium Scythe
mysticalagriculture:intermedium_fishing_rod, §6Intermedium Fishing Rod
mysticalagriculture:superium_sword, §bSuperium Sword
mysticalagriculture:superium_pickaxe, §bSuperium Pickaxe
mysticalagriculture:superium_shovel, §bSuperium Shovel
mysticalagriculture:superium_axe, §bSuperium Axe
mysticalagriculture:superium_hoe, §bSuperium Hoe
mysticalagriculture:superium_shears, §bSuperium Shears
mysticalagriculture:superium_bow, §bSuperium Bow
mysticalagriculture:superium_sickle, §bSuperium Sickle
mysticalagriculture:superium_scythe, §bSuperium Scythe
mysticalagriculture:superium_fishing_rod, §bSuperium Fishing Rod
mysticalagriculture:supremium_sword, §cSupremium Sword
mysticalagriculture:supremium_pickaxe, §cSupremium Pickaxe
mysticalagriculture:supremium_shovel, §cSupremium Shovel
mysticalagriculture:supremium_axe, §cSupremium Axe
mysticalagriculture:supremium_hoe, §cSupremium Hoe
mysticalagriculture:supremium_shears, §cSupremium Shears
mysticalagriculture:supremium_bow, §cSupremium Bow
mysticalagriculture:supremium_sickle, §cSupremium Sickle
mysticalagriculture:supremium_scythe, §cSupremium Scythe
mysticalagriculture:supremium_fishing_rod, §cSupremium Fishing Rod
mysticalagriculture:inferium_helmet, §eInferium Helmet
mysticalagriculture:inferium_chestplate, §eInferium Chestplate
mysticalagriculture:inferium_leggings, §eInferium Leggings
mysticalagriculture:inferium_boots, §eInferium Boots
mysticalagriculture:prudentium_helmet, §aPrudentium Helmet
mysticalagriculture:prudentium_chestplate, §aPrudentium Chestplate
mysticalagriculture:prudentium_leggings, §aPrudentium Leggings
mysticalagriculture:prudentium_boots, §aPrudentium Boots
mysticalagriculture:intermedium_helmet, §6Intermedium Helmet
mysticalagriculture:intermedium_chestplate, §6Intermedium Chestplate
mysticalagriculture:intermedium_leggings, §6Intermedium Leggings
mysticalagriculture:intermedium_boots, §6Intermedium Boots
mysticalagriculture:superium_helmet, §bSuperium Helmet
mysticalagriculture:superium_chestplate, §bSuperium Chestplate
mysticalagriculture:superium_leggings, §bSuperium Leggings
mysticalagriculture:superium_boots, §bSuperium Boots
mysticalagriculture:supremium_helmet, §cSupremium Helmet
mysticalagriculture:supremium_chestplate, §cSupremium Chestplate
mysticalagriculture:supremium_leggings, §cSupremium Leggings
mysticalagriculture:supremium_boots, §cSupremium Boots
mysticalagradditions:storage:0, §5Block of Insanium Essence
mysticalagradditions:storage:1, §5Block of Insanium
mysticalagradditions:storage:2, §5Block of Insanium Coal
mysticalagradditions:special:0, Nether Star Crux
mysticalagradditions:special:1, Dragon Egg Crux
mysticalagradditions:tinkering_table, Tinkering Table
mysticalagradditions:tier6_inferium_crop, Tier 6 Inferium Crop
mysticalagradditions:nether_star_crop, Nether Star Crop
mysticalagradditions:dragon_egg_crop, Dragon Egg Crop
mysticalagradditions:insanium:0, §5Insanium Essence
mysticalagradditions:insanium:1, Tier 6 Crafting Seed
mysticalagradditions:insanium:2, §5Insanium Ingot
mysticalagradditions:insanium:3, §5Insanium Nugget
mysticalagradditions:insanium:4, Tier 6 Mob Chunk
mysticalagradditions:insanium:5, §5Insanium Coal
mysticalagradditions:stuff:0, Nether Star Shard
mysticalagradditions:stuff:1, Withering Soul
mysticalagradditions:stuff:2, Dragon Egg Chunk
mysticalagradditions:stuff:3, Dragon Scale
mysticalagradditions:stuff:69, Creative Essence
mysticalagradditions:nether_star_essence, Nether Star Essence
mysticalagradditions:dragon_egg_essence, Dragon Egg Essence
mysticalagradditions:tier6_inferium_seeds, Inferium Seeds
mysticalagradditions:nether_star_seeds, Nether Star Seeds
mysticalagradditions:dragon_egg_seeds, Dragon Egg Seeds
mysticalagradditions:charm:0, Charm: Mining AOE
mysticalagradditions:inferium_paxel, §eInferium Paxel
mysticalagradditions:prudentium_paxel, §aPrudentium Paxel
mysticalagradditions:intermedium_paxel, §6Intermedium Paxel
mysticalagradditions:superium_paxel, §bSuperium Paxel
mysticalagradditions:supremium_paxel, §cSupremium Paxel
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
ironbackpacks:backpack:0, Basic Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:upgrade:0, Blank Upgrade
ironbackpacks:upgrade:0, Damage Bar Upgrade
ironbackpacks:upgrade:0, Latch Upgrade
ironbackpacks:upgrade:0, Extra Upgrade Point
ironbackpacks:upgrade:0, Everlasting Upgrade
mob_grinding_utils:fan, Mob Fan
mob_grinding_utils:saw, Mob Masher
mob_grinding_utils:absorption_hopper, Absorption Hopper
mob_grinding_utils:spikes, Iron Spikes
mob_grinding_utils:tank, Singularity Tank
mob_grinding_utils:tank_sink, XP Drain Singularity Tank
mob_grinding_utils:xp_tap, XP Tap
mob_grinding_utils:wither_muffler, Wither Boss Death Muffler
mob_grinding_utils:dragon_muffler, Ender Dragon Death Muffler
mob_grinding_utils:dark_oak_stone, Dark Oak Stone
mob_grinding_utils:entity_conveyor, Entity Conveyor
mob_grinding_utils:ender_inhibitor_on, Ender Inhibitor Active
mob_grinding_utils:ender_inhibitor_off, Ender Inhibitor Inactive
mob_grinding_utils:fan_upgrade:0, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:1, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:2, Mob Fan Upgrade
mob_grinding_utils:absorption_upgrade:0, Absorption Radius Upgrade
mob_grinding_utils:saw_upgrade:0, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:1, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:2, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:3, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:4, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:5, Mob Masher Upgrade
mob_grinding_utils:mob_swab, Mob Swab
mob_grinding_utils:gm_chicken_feed, GM Chicken Feed
mob_grinding_utils:null_sword, Imaginary Not Here Sword
modularitemframe:modular_frame, Modular Frame
modularitemframe:screwdriver, Screwdriver
modularitemframe:canvas, Canvas
modularitemframe:module_t1:0, Item Module
modularitemframe:module_t1:1, I/O Module
modularitemframe:module_t1:2, Crafting Module
modularitemframe:module_t1:3, Nullify Module
modularitemframe:module_t1:4, Storage Module
modularitemframe:module_t1:5, Tank Module
modularitemframe:module_t2:0, Crafting Plus Module
modularitemframe:module_t2:1, Dispense Module
modularitemframe:module_t2:2, Trashcan Module
modularitemframe:module_t2:3, Use Module
modularitemframe:module_t2:4, Vacuum Module
modularitemframe:module_t3:0, Auto Crafting Module
modularitemframe:module_t3:1, Fluid Dispenser Module
modularitemframe:module_t3:2, Item Teleporter Module
modularitemframe:module_t3:3, Teleport Module
modularitemframe:module_t3:4, XP Module
modularitemframe:upgrade:0, Resistance Upgrade
modularitemframe:upgrade:1, Speed Upgrade
modularitemframe:upgrade:2, Range Upgrade
modularitemframe:upgrade:3, Capacity Upgrade
morechickens:solidxp, Solid Experience
moremystcraft:traffic_cone, Safety Cone
moremystcraft:nexus_controller, Nexus Controller
moremystcraft:journey_cloth_hand, Journey Cloth
moremystcraft:journey_cloth_shell, Journey Cloth
moremystcraft:journey_cloth_spiral, Journey Cloth
moremystcraft:journey_hub_hand, Journey Hub
moremystcraft:journey_hub_shell, Journey Hub
moremystcraft:journey_hub_spiral, Journey Hub
moremystcraft:maintainer_suit, Maintainer Suit
xnet:xnet_manual, XNet Manual
xnet:connector_upgrade, Connector Upgrade Kit
xnet:facade, Facade
xnet:redstone_proxy, Redstone Proxy
xnet:redstone_proxy_upd, Redstone Proxy (update)
xnet:netcable:0, Blue Network Cable
xnet:netcable:1, Red Network Cable
xnet:netcable:2, Yellow Network Cable
xnet:netcable:3, Green Network Cable
xnet:netcable:4, Routing Network Cable
xnet:connector:0, Blue Connector
xnet:connector:1, Red Connector
xnet:connector:2, Yellow Connector
xnet:connector:3, Green Connector
xnet:connector:4, Routing Connector
xnet:advanced_connector:0, Advanced Blue Connector
xnet:advanced_connector:1, Advanced Red Connector
xnet:advanced_connector:2, Advanced Yellow Connector
xnet:advanced_connector:3, Advanced Green Connector
xnet:controller, Controller
xnet:router, Router
xnet:wireless_router, Wireless Router
xnet:antenna, Antenna
xnet:antenna_base, Antenna Base
xnet:antenna_dish, Antenna Dish
pickletweaks:colored_cobblestone:0, White Cobblestone
pickletweaks:colored_cobblestone:1, Orange Cobblestone
pickletweaks:colored_cobblestone:2, Magenta Cobblestone
pickletweaks:colored_cobblestone:3, Light Blue Cobblestone
pickletweaks:colored_cobblestone:4, Yellow Cobblestone
pickletweaks:colored_cobblestone:5, Lime Cobblestone
pickletweaks:colored_cobblestone:6, Pink Cobblestone
pickletweaks:colored_cobblestone:7, Gray Cobblestone
pickletweaks:colored_cobblestone:8, Light Gray Cobblestone
pickletweaks:colored_cobblestone:9, Cyan Cobblestone
pickletweaks:colored_cobblestone:10, Purple Cobblestone
pickletweaks:colored_cobblestone:11, Blue Cobblestone
pickletweaks:colored_cobblestone:12, Brown Cobblestone
pickletweaks:colored_cobblestone:13, Green Cobblestone
pickletweaks:colored_cobblestone:14, Red Cobblestone
pickletweaks:colored_cobblestone:15, Black Cobblestone
pickletweaks:dark_glass, Dark Glass
pickletweaks:coal_piece:0, Coal Piece
pickletweaks:coal_piece:1, Charcoal Piece
pickletweaks:diamond_apple, Diamond Apple
pickletweaks:emerald_apple, Emerald Apple
pickletweaks:watering_can, Watering Can
pickletweaks:hammer, Hammer
pickletweaks:grass_fiber, Grass Fiber
pickletweaks:grass_mesh, Grass Fiber Mesh
pickletweaks:mesh, Mesh
pickletweaks:reinforced_mesh, Reinforced Mesh
pickletweaks:magnet, Magnet
pickletweaks:nightvision_goggles, Night Vision Goggles
pickletweaks:nightvision_goggles_c, Compressed Night Vision Goggles
pickletweaks:mortar_and_pestle, Mortar and Pestle
pickletweaks:dye_powder:0, White Dye Powder
pickletweaks:dye_powder:1, Orange Dye Powder
pickletweaks:dye_powder:2, Magenta Dye Powder
pickletweaks:dye_powder:3, Light Blue Dye Powder
pickletweaks:dye_powder:4, Yellow Dye Powder
pickletweaks:dye_powder:5, Lime Dye Powder
pickletweaks:dye_powder:6, Pink Dye Powder
pickletweaks:dye_powder:7, Gray Dye Powder
pickletweaks:dye_powder:8, Light Gray Dye Powder
pickletweaks:dye_powder:9, Cyan Dye Powder
pickletweaks:dye_powder:10, Purple Dye Powder
pickletweaks:dye_powder:11, Blue Dye Powder
pickletweaks:dye_powder:12, Brown Dye Powder
pickletweaks:dye_powder:13, Green Dye Powder
pickletweaks:dye_powder:14, Red Dye Powder
pickletweaks:dye_powder:15, Black Dye Powder
pickletweaks:repair_kit:0, Wood Repair Kit
pickletweaks:repair_kit:1, Stone Repair Kit
pickletweaks:repair_kit:2, Iron Repair Kit
pickletweaks:repair_kit:3, Gold Repair Kit
pickletweaks:repair_kit:4, Diamond Repair Kit
pickletweaks:repair_kit:5, Flint Repair Kit
pickletweaks:repair_kit:12, Aluminum Repair Kit
pickletweaks:repair_kit:13, Copper Repair Kit
pickletweaks:repair_kit:14, Tin Repair Kit
pickletweaks:repair_kit:15, Bronze Repair Kit
pickletweaks:repair_kit:16, Lead Repair Kit
pickletweaks:repair_kit:17, Silver Repair Kit
pickletweaks:repair_kit:18, Nickel Repair Kit
pickletweaks:repair_kit:19, Invar Repair Kit
pickletweaks:repair_kit:20, Constantan Repair Kit
pickletweaks:repair_kit:21, Electrum Repair Kit
pickletweaks:repair_kit:22, Steel Repair Kit
pickletweaks:repair_kit:23, Platinum Repair Kit
pickletweaks:wooden_paxel, Wooden Paxel
pickletweaks:stone_paxel, Stone Paxel
pickletweaks:iron_paxel, Iron Paxel
